route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color
LLKY 277B a,LLKY,277b,Dingle - Dún Chaoin,,3,,,
LLKY 278 a,LLKY,278,Fenit - Tralee,,3,,,
LLKY 280 a,LLKY,280,Waterville - Killarney,,3,,,
LLKY 281 a,LLKY,281,Waterville - Kenmare,,3,,,
LLKY 282 a,LLKY,282,Castletownbere - Kenmare,,3,,,
LLKY 283 a,LLKY,283,Currow - Tralee,,3,,,
LLKY 287a a a,LLKY,287a,Knightstown - Cahersiveen,,3,,,
LLKY 287b b,LLKY,287b,Baile an Sceilg - Cahersiveen,,3,,,
LLLC 318 b,LLLC,318,Limerick - Ennis,,3,,,
LLLC 331 a,LLLC,331,Ballyvaughan - Ennis,,3,,,
LLLC 335 a,LLLC,335,Ennis - Kilrush,,3,,,
LLLC 337 c,LLLC,337,Ennis - Kilrush,,3,,,
LLLC 339 b,LLLC,339,Kilrush - Loop Head,,3,,,
LLLC 342 a,LLLC,342,Flagmount - Ennis,,3,,,
LLLC 344 a,LLLC,344,Whitegate - Ennis,,3,,,
LLLC 351 a,LLLC,351,Cliffs of Moher - Galway,,3,,,
LLLC 521 a,LLLC,521,Newcastle West - Charleville,,3,,,
LLLC 595,LLLC,595,Tarbert - Croom,,3,,,
LLLMF 163 a,LLLMF,163,Brú na Bóinne - Drogheda,,3,,,
LLLMF 177 a,LLLMF,177,Kells - Ardee,,3,,,
LLLMF 188 a,LLLMF,188,Athboy - Navan - Drogheda,,3,,,
LLLMF 189 a,LLLMF,189,Navan - Trim - Enfield,,3,,,
LLLMF 192 a,LLLMF,192,Swords - Balbriggan,,3,,,
LLLMF 195 b,LLLMF,195,Balbriggan - Ashbourne,,3,,,
LLLMF 196 b,LLLMF,196,Knocksedan - Swords,,3,,,
LLLO 806 a,LLLO,806,Portarlington - Monasterevin,,3,,,
LLLO 815 a,LLLO,815,Tullamore - Athlone,,3,,,
LLLO 822 a,LLLO,822,Mountrath - Carlow,,3,,,
LLLO 823,LLLO,823,Birr - Portlaoise,,3,,,
LLLO 834 b,LLLO,834,Roscrea - Portlaoise,,3,,,
LLLO 840 b,LLLO,840,Banagher - Tullamore,,3,,,
LLLO 850 a,LLLO,850,Athlone - Thurles,,3,,,
LLLO 858 c,LLLO,858,Thurles - Portlaoise,,3,,,
LLLO LS1 a,LLLO,LS1,Borris-in-Ossory - Mount Lucas,,3,,,
LLLO OY1 a,LLLO,OY1,Tullamore - Mount Lucas,,3,,,
LLLW 426 a,LLLW,426,Longford - Roscommon,,3,,,
LLLW 468 a,LLLW,468,Strokestown - Carrick-on-Shannon,,3,,,
LLLW 570,LLLW,570,Boyle - Roscommon,,3,,,
LLLW 571 c,LLLW,571,Arigna - Boyle,,3,,,
LLLW 816 a,LLLW,816,Longford - Mullingar,,3,,,
LLLW 818 a,LLLW,818,Castlepollard - Mullingar,,3,,,
LLLW 819 a,LLLW,819,Athlone - Mullingar,,3,,,
LLLW 862 a,LLLW,862,Longford - Cavan,,3,,,
LLLW 865 a,LLLW,865,Lough Gowna - Longford,,3,,,
LLLW LR24 a,LLLW,LR24,Ballymahon - Longford,,3,,,
LLMO 454 a,LLMO,454,Ballina - Castlebar,,3,,,
LLMO 460a a,LLMO,460a,Gob an Choire - Castlebar,,3,,,
LLMO 460b a,LLMO,460b,Béal an Mhuirthead - Castlebar,,3,,,
LLTY 322 a,LLTY,322,Portumna - Nenagh,,3,,,
LLTY 391 b,LLTY,391,Thurles - Limerick,,3,,,
LLTY 828 a,LLTY,828,Cashel - Portlaoise,,3,,,
LLTY 854 a,LLTY,854,Ballybrophy - Silvermines,,3,,,
LLTY 855 b,LLTY,855,Tipperary - Cahir - Cashel,,3,,,
LLTY 896 a a,LLTY,896,Ballingarry - Thurles,,3,,,
LLTY CL1 b,LLTY,CL1,Crann Ard - Poppyfield Retail Park,,3,,,
LLTY CL2 b,LLTY,CL2,Crann Ard - Ard Gaoithe Business Park,,3,,,
LLTY CL9 b,LLTY,CL9,Crann Ard - Ard Gaoithe Business Park,,3,,,
LLWD 356 a,LLWD,356,Clonmel - Dungarvan,,3,,,
LLWD 357 b,LLWD,357,Youghal - Dungarvan,,3,,,
LLWD 358 a,LLWD,358,Tramore - Waterford,,3,,,
LLWD 361 a,LLWD,361,Youghal - Dungarvan,,3,,,
LLWD 363 a,LLWD,363,Fermoy - Dungarvan,,3,,,
LLWD 363a a,LLWD,363a,Ballyduff Upper - Dungarvan,,3,,,
LLWD 367 a,LLWD,367,Tramore - Dungarvan,,3,,,
LLWD 667 b,LLWD,667,Dungarvan - Waterford,,3,,,
LLWX 359 a,LLWX,359,New Ross - Enniscorthy,,3,,,
LLWX 368 b,LLWX,368,Enniscorthy - New Ross,,3,,,
LLWX 369 b,LLWX,369,Enniscorthy - Tullow,,3,,,
LLWX 384 a,LLWX,384,Wexford - Enniscorthy,,3,,,
LLWX 387 b,LLWX,387,Wexford - Rosslare Harbour,,3,,,
LLWX 388 b,LLWX,388,Duncormick - Wexford,,3,,,
LLWX 389 a,LLWX,389,Riverchapel - Gorey,,3,,,
LLWX 392 a,LLWX,392,Wellingtonbridge - New Ross,,3,,,
LLWX 399 b,LLWX,399,Hook Head - New Ross,,3,,,
LLWX WX90 a,LLWX,WX90,Wexford O'Hanrahan Station - Curracloe Beach,,3,,,
LLWX WX91 a,LLWX,WX91,The Lyre - Curracloe Beach,,3,,,
MAL-COBH-O,IR,rail,Mallow - Cobh,,2,,,
NTLK 29n,NTLK,29n,"Dublin City South, D'Olier Street - Baldoyle, Warrenhouse Road",,3,,,
NTLK 31n,NTLK,31n,"Dublin City South, D'Olier Street - Howth, Outside Train Station",,3,,,
NTLK 33n,NTLK,33n,Westmoreland Street - Balbriggan,,3,,,
NTLK 42n a,NTLK,42n,"Dublin City South, D'Olier Street - Portmarnock, Strand Road (St.Anne's Estate)",,3,,,
NTLK 46n a,NTLK,46n,"Dublin City South, D'Olier Street - Dundrum, Outside Luas Station",,3,,,
NTLK 49n,NTLK,49n,D'Olier Street - Kilnamanagh,,3,,,
NTLK 69n,NTLK,69n,"Dublin City South, Westmoreland Street - Saggart,",,3,,,
NTLK 70n,NTLK,70n,Westmoreland Street - Tyrrelstown,,3,,,
NTLK 77n,NTLK,77n,D'Olier Street - Citywest,,3,,,
NTLK 7n,NTLK,7n,"Dublin City South, D'Olier Street - Dún Laoghaire-Rathdown, Woodbrook Golf Club",,3,,,
NTLK 84n,NTLK,84n,"Dublin City South, D'Olier Street - Charlesland",,3,,,
NTLK 88n,NTLK,88n,"Dublin City South, Westmoreland Street - Ashbourne, Ashbourne Kelly's",,3,,,
WFRD W1 c c,WFRD,W1,Clock Tower - Ballybeg,,3,,,
WFRD W2 c c,WFRD,W2,Clock Tower - WIT - Meagher's Quay,,3,,,
WFRD W3 c c,WFRD,W3,Clock Tower - Meagher's Quay,,3,,,
WFRD W4 c b,WFRD,W4,Peter Street - Brownes Road,,3,,,
WFRD W5 b c,WFRD,W5,Hospital - Oakwood,,3,,,
WNE WNE a,WNE,WNE,Ballycroy,,3,,,
YGE YGE a,YGE,YGE,Kilmacduagh - Ballylee,,3,,,
